,friend,line
243,Joey," No! No, I-I just wanna thank you guys for what you did for my parents,
that was really sweet. They’re so happy they get to be a part of your special day."
244,Monica, (defeated) Oh.
245,Chandler," Well, you’re welcome. And tell them we’re really glad
they’re coming."
246,Joey," Okay. I will. Ohh! Check out what they got me to wear for the ceremony!
(Runs to his apartment and returns wearing a rather silly hat.) Huh? I wear it like this
when I marry you guys, and then this (He tilts it to the side of his head) is for party
time."
248,Rachel, It happened! I am telling you it happened!
251,Rachel," What?! Wait a minute! No wait a minute! (She does so.) Okay? Look, that
night was the one wild thing I have ever done in my entire life, and I’m not
gonna let you take that away from me! Okay, so if you don’t remember that, maybe
you will remember this! (She grabs Melissa and kisses her on the lips.)"
253,Rachel, (shocked) What?
255,Rachel, (moving away) Whoa! Whoa-whoa-whoa-whoa! Whoa! Whoa!
257,Rachel, (moves away again) I-I-I-I’m just…I’m just a good kisser!
259,Rachel, I’m sorry!
261,Rachel, Wow! I mean I had no idea that that was gonna…
263,Rachel, What the hell was that?!
264,Phoebe, I just wanted to see what all the fuss was about.
265,Rachel, And?
266,Phoebe, I’ve had better.
269,Chandler, (yelling from the changing room) All right! I found one that fits!
270,Rachel," Well y’know what they say, the 23rd time’s the
charm. (Chandler enters.) Aww, look at you all handsome!"
271,Chandler, Whose is it?
272,Rachel, Oh does it matter?! All that matters is that you look so handsome.
273,Chandler, Whose is it?
274,Rachel, I don’t want to say.
275,Chandler," Oh, come on! I don’t care! Come on! Whose is it?"
276,Rachel, Diane Keeton.
0,Monica," Do you realize that four weeks from today we’re getting married?
Four weeks baby!! Four weeks!!!"
1,Chandler, Do you realize you get louder each week?
2,Monica, There’s still so much to do. Have you written your vows yet?
3,Chandler," I figured I’d buy those. Pat, I’d like to buy a vow.
(Laughs)"
4,Monica," Sweetie, you know I have no sense of humor when it comes to the wedding."
5,Chandler," Right. So uh, have you written yours yet?"
6,Monica, No! But I know exactly what I’m going to say.
7,Chandler, Do you happen to know what I’m going to say?
8,Monica," (handing him a pad of paper and a pen) Let’s just do it right now.
Okay? It won’t be hard. Just say what’s in your heart. (She goes back, sits
down, and starts feverishly writing.)"
9,Chandler," (watching in her) (in his head) Look at her go! She must love me
more than I love her! What’s wrong with me? Ooh, don’t open that door."
12,Chandler," (writing) Monica, there are no words… (To Joey and Ross) There
are no words! This should not be this hard!"
13,Joey," All right, uh… (To Ross) Oh hey, you’ve done this before Ross,
well what did you say when you made up your vows?"
14,Ross," Well with Carol, I promised never to love another woman until the day I
die. She made no such promise."
15,Chandler," I’m so pathetic! Monica knows what she wants to say! You
should’ve seen her. Writing, writing, writing!"
17,Rachel, Monica what? 
18,Phoebe, What?!
19,Rachel, What is the emergency?!
20,Monica," You have to help me! I’m supposed to be writing my vows and all I
have is this! (Shows them what she’s been working on.)"
21,Rachel," Well, I like the pretty little drawing of you in the wedding dress."
22,Monica, Thank you.
23,Phoebe," Yeah, except your breasts look kinda small. (Points.)"
24,Monica, Those are my eyes! Those are my breasts. (Points.)
25,Phoebe, Oh! Yeah! (Monica glares at her.)
27,Ross," Well, why don’t you just start with something simple. Like umm,
Monica from the moment I met you, I knew I loved you."
28,Chandler," Yeah, I’m not sure I can do that."
30,Ross," ...everyone, this is Chandler!"
32,Chandler, (seeing her) Okay.
34,Rachel," Okay. Okay. Okay. Umm, maybe you can start with, ""Chandler, even
though we were friends; there was a part of me that always knew I wanted more."""
36,Chandler," All right, there’s a nuclear holocaust, I’m the last man on
Earth. Would you go out with me?"
37,Monica, Ennnh.
39,Monica," Ooh, are we allowed to lie in the vows?!"
40,Phoebe," Well maybe you don’t talk about your feelings back then. Maybe you
just say something about y’know all the things that he’s taught you. Like…
(They all try to think about one example and don’t succeed.) Or all the things you
taught him."
42,Monica," Now everybody knows the basic erogenous zones. (She starts labelling
them) You got one, two three, four (Chandler is shocked to find out there’s more than
three), five, six, and seven!"
43,Chandler, (shocked) There are seven?! (Points to one) That’s one?
44,Monica, It’s kind of an important one!
45,Chandler," Oh, y’know-y’know what, I was looking at it upside down."
46,Rachel," Well, y’know, sometimes that helps. (She realises what that
could’ve meant.)"
47,Monica," All right. Umm, you could uh start out with a little 1, a 2, a 1-2-3, 3,
5, a 4, a 3-2, 2, a 2-4-6, 2-4-6, 4, (Rachel starts getting worked up) 2, 2, 4-7, 5-7,
6-7, 7 …7..…7…7-7-7-7-7-7-7-7-7-7-7-7…(mouths 7)! (They both lean back
on the couch satisfied.)"
49,Joey," Oh, I got it! How about saying something like, ""Monica…"
50,Chandler, (writing) Monica…
51,Joey," ""…when I look back over our time together…"""
52,Chandler, (writes what Joey said and waits for him to go on) Yeah?
53,Joey," Well, I can’t do everything! Look back over your time together."
55,Phoebe," Oh, look, twins. Hi, guys. Oh, cute, cute."
56,Monica, No fair. I don't even have one. How come they get two?
57,Chandler, You'll get one.
58,Monica, Oh yeah? When?
59,Chandler," All right. I'll tell you what. When we're 40, if neither one of us are
married, what do you say you and I get together and have one?"
60,Monica, Why won't I be married when I'm 40?
61,Chandler," Oh, no, no. I just meant hypothetically."
62,Monica," Ok, hypothetically, why won't I be married when I'm 40?"
63,Chandler," No, no, no."
64,Monica, What is it? Is there something fundamentally unmarriable about me?
65,Chandler," (trapped) Uh, uh."
66,Monica, Well?
67,Chandler," Dear God! This parachute is a knapsack! (throws himself over the back
of the chair he was sitting in)"
69,Ross, 
70,Monica, 
72,Chandler, Nice try.
73,Monica," Wait, wait, wait! (She puts a Shriner's hat on the turkey.)"
74,Chandler," Look, Monica…"
75,Monica," Look! (She puts a big, yellow pair of sunglasses on the bird.)"
76,Chandler, This is not going to work.
77,Monica, I bet this will work! (She starts dancing and Chandler cracks up.)
78,Chandler, You are so great! I love you!
80,Monica, What?
81,Chandler," Nothing! I said, I said ""You're so great"" and then I just, I
just stopped talking!"
82,Monica, You said you loved me! I can't believe this!
83,Chandler, No I didn't!
84,Monica," Yes, you did!"
85,Chandler, No I didn't!
86,Monica, You love me!
87,Chandler, No I don't! Stop it! Stop it! Stop it! Stop it!
90,Chandler,"  Y’know I was thinking, what if I uh, unpack here?"
91,Monica, Then all your stuff would be here.
92,Chandler," Well, what if all my stuff was here?"
93,Monica," Then you’d be going back and forth all the time, I mean it
doesn’t make any sense."
94,Chandler," Okay. What if we lived together and you understand what I’m
saying?"
97,Monica, You wanted it to be a surprise.
99,Chandler, Oh my God.
101,Monica," Chandler… In all my life… I never thought I would be so lucky.
(Starting to cry.) As to…fall in love with my best…my best… There’s a
reason why girls don’t do this!"
102,Chandler," Okay! (He joins her on one knee) Okay! Okay! I'll do it!  Oh God,
I thought… (Starting to cry, pauses) Wait a minute, I-I can do this. (Pause) I
thought that it mattered what I said or where I said it. Then I realized the only thing
that matters is that you, (Pause) you make me happier than I ever thought I could be.
(Starting to cry again.) And if you’ll let me, I will spend the rest of my life
trying to make you feel the same way. (Pause as he gets out the ring.) Monica, will you
marry me?"
103,Monica, Yes.
105,Joey, (yelling through the door) Can we come it yet?! We’re dying out here!
106,Monica," Come in! Come in! (Joey, Rachel, and Phoebe burst through the door.)
We’re engaged!!!"
110,Joey, Hey!
111,Ross, Hey!
112,Rachel, Hey!
113,Phoebe, Hey!
114,Rachel," Hey, what have you guys been up to?"
115,Ross," Oh, we were helping Chandler write his vows, but he kicked us out because
Joey kept making inappropriate suggestions."
116,Joey," How is ""Monica, I love your sweet ass,"" inappropriate?"
117,Ross, How’s Monica coming along with her vows?
118,Phoebe," Well let’s just say its she’s lucky she has a sweet ass,
‘cause she’s not so good at the writing."
119,Ross, I can’t believe in four weeks they’re gonna be married!
120,Phoebe," Well let’s just hope it works. Y’know nine out of ten
marriages end in divorce?"
121,Ross, Phoebe that’s not true.
122,Phoebe," Yeah, you’re right. How’s the Mrs.?"
123,Rachel, I can’t believe they’ve been together for three years.
124,Joey, (shocked) Has it been that long?!
125,Ross," Believe me, it seems like less because they hid it from us for so long."
128,Joey," Hey, it's me! I'm comin' in!"
130,Chandler," I've had a very long, hard day."
131,Joey," Ahh, I'm gonna go get some chicken. Want some?"
132,Chandler," Ahh, no thanks. No chicken, bye-bye then."
133,Joey, Okay.
135,Chandler," Are you okay? I'm so sorry, he wouldn't leave. He kept asking me about
chicken."
136,Monica, Chicken? I could eat some chicken.
137,Chandler, Hey Joe!
139,Chandler," Yeah, can I get a 3-piece, some cole slaw, some beans, and a Coke—(Yelps
in pain as Monica grabs him underwater)—Diet Coke."
142,Rachel, I don’t know why they didn’t just tell us.
143,Joey, I know! I mean it’s not like we weren’t cool about it.
145,Joey, (To Chandler) You?! (To Monica) And-and you?!
146,Monica," Yes, but you cannot tell anyone! No one knows!"
147,Joey, How?! When?!
148,Chandler, It happened in London.
149,Joey, IN LONDON!!!
150,Chandler," The reason we didn't tell anyone was because we didn't want to make a
big deal out of it."
151,Joey, But it is a big deal!! I have to tell someone! 
153,Chandler, No-no-no-no-no! You can't!
154,Monica," Please? Please?! We just don't want to deal with telling everyone, okay?
Just promise you won't tell."
156,Joey," All right! Man, this is unbelievable!"
158,Monica," (on phone) I can't wait to be with you!  I'll just tell Rachel I'm
gonna be doing laundry for a couple of hours."
159,Chandler," (on phone) Laundry. Huh. Is that my new nickname? (Rachel is
absolutely stunned, she opens her mouth in absolute amazement.)"
160,Monica," (on phone) Awww, y'know what your nickname is, Mr. Big…"
161,Rachel," Arghh!! (She quickly hangs up the phone and starts to pace around
wondering what to do.)"
163,Phoebe," (looking out the window) Oh, look! There's Monica and Chandler! (Starts
yelling.) Hey! Hey, you guys! Hey! (Chandler and Monica start taking each other's clothes
off.) Ohh!! Ohh! Ahh-ahhh!!"
164,Rachel, What?!
165,Phoebe, (screaming) Ahhh!! Chandler and Monica!! Chandler and Monica!!
166,Rachel, Oh my God!
167,Phoebe, CHANDLER AND MONICA!!!!
168,Rachel, OH MY GOD!!!
169,Phoebe, OH!! MY EYES!!! MY EYES!!!!
170,Rachel, Phoebe!! Phoebe!! It's okay!! It's okay!!
171,Phoebe, NO! THEY'RE DOING IT!!!
172,Rachel, I KNOW!! I KNOW!! I KNOW!
173,Phoebe, YOU KNOW?!!!
174,Rachel," Yes, I know! And Joey knows! But Ross doesn't know so you have to stop
screaming!!"
175,Ross, (entering) What's going on?
177,Rachel," (trying to divert his attention from the window by jumping up and down)
HI!! Hi! "
178,Ross, What?! What?!
179,Rachel," Nothing! Oh God, we're just so excited that you want to get this
apartment!"
180,Ross," Actually, it looks really good. (Turns towards the window and now Phoebe
starts jumping to divert his attention.)"
181,Phoebe," (Screaming incoherently.) Get in here!!! (Motions to join her and
Rachel.)"
184,Phoebe," Okay, so now they know that you know and they don't know that Rachel
knows?"
